source_sample	bin_id	pass_GUNC	primary_gunc_summary_path_note
MG221021	METAMDBG-MetaBinnerRefined-group-group_221021.68_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	METAMDBG-SemiBin2Refined-group-group_221021.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	METAMDBG-SemiBin2Refined-group-group_221021.19	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	METAMDBG-SemiBin2Refined-group-group_221021.218_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	METAMDBG-SemiBin2Refined-group-group_221021.219	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	METAMDBG-SemiBin2Refined-group-group_221021.21_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	METAMDBG-SemiBin2Refined-group-group_221021.222	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	METAMDBG-SemiBin2Refined-group-group_221021.23	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	METAMDBG-SemiBin2Refined-group-group_221021.234	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	METAMDBG-SemiBin2Refined-group-group_221021.237_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	METAMDBG-SemiBin2Refined-group-group_221021.244_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	METAMDBG-SemiBin2Refined-group-group_221021.4	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	METAMDBG-SemiBin2Refined-group-group_221021.5	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	METAMDBG-SemiBin2Refined-group-group_221021.7_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-CONCOCTRefined-group-group_221021.110	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-CONCOCTRefined-group-group_221021.53	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-CONCOCTRefined-group-group_221021.58	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-CONCOCTRefined-group-group_221021.87	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-CONCOCTRefined-group-group_221021.93	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MaxBin2Refined-group-group_221021.001	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MaxBin2Refined-group-group_221021.005	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MaxBin2Refined-group-group_221021.042_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBAT2Refined-group-group_221021.108	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBAT2Refined-group-group_221021.10_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBAT2Refined-group-group_221021.120	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBAT2Refined-group-group_221021.42	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBAT2Refined-group-group_221021.56_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBAT2Refined-group-group_221021.6	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBAT2Refined-group-group_221021.60	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBAT2Refined-group-group_221021.66	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBAT2Refined-group-group_221021.72	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBAT2Refined-group-group_221021.79_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBinnerRefined-group-group_221021.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBinnerRefined-group-group_221021.15	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBinnerRefined-group-group_221021.17_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBinnerRefined-group-group_221021.26	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBinnerRefined-group-group_221021.27_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBinnerRefined-group-group_221021.3	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBinnerRefined-group-group_221021.32	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBinnerRefined-group-group_221021.35	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-MetaBinnerRefined-group-group_221021.9	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-SemiBin2Refined-group-group_221021.14	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-SemiBin2Refined-group-group_221021.15	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-SemiBin2Refined-group-group_221021.17	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-SemiBin2Refined-group-group_221021.22	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-SemiBin2Refined-group-group_221021.3	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-SemiBin2Refined-group-group_221021.5	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-SemiBin2Refined-group-group_221021.50	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-SemiBin2Refined-group-group_221021.75	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221021	FLYE-DASToolUnbinned-group-group_221021	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	FLYE-DASToolUnbinned-group-group_221216	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-DASToolUnbinned-group-group_221216	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-CONCOCTRefined-group-group_221216.0_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-CONCOCTRefined-group-group_221216.18_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MaxBin2Refined-group-group_221216.001	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MaxBin2Refined-group-group_221216.002	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MaxBin2Refined-group-group_221216.003	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MaxBin2Refined-group-group_221216.010_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MaxBin2Refined-group-group_221216.012_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MaxBin2Refined-group-group_221216.030_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MaxBin2Refined-group-group_221216.035_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MaxBin2Refined-group-group_221216.041_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MaxBin2Refined-group-group_221216.072_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MetaBinnerRefined-group-group_221216.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MetaBinnerRefined-group-group_221216.11	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MetaBinnerRefined-group-group_221216.12	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MetaBinnerRefined-group-group_221216.14_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MetaBinnerRefined-group-group_221216.18_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MetaBinnerRefined-group-group_221216.19_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MetaBinnerRefined-group-group_221216.2	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MetaBinnerRefined-group-group_221216.20_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MetaBinnerRefined-group-group_221216.3	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MetaBinnerRefined-group-group_221216.4	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MetaBinnerRefined-group-group_221216.5	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MetaBinnerRefined-group-group_221216.7_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-MetaBinnerRefined-group-group_221216.9	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-SemiBin2Refined-group-group_221216.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-SemiBin2Refined-group-group_221216.137	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-SemiBin2Refined-group-group_221216.155_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	METAMDBG-SemiBin2Refined-group-group_221216.5	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	FLYE-CONCOCTRefined-group-group_221216.19	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	FLYE-MaxBin2Refined-group-group_221216.001	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	FLYE-MaxBin2Refined-group-group_221216.003	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	FLYE-MaxBin2Refined-group-group_221216.016	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	FLYE-MetaBAT2Refined-group-group_221216.41	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	FLYE-MetaBinnerRefined-group-group_221216.9_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	FLYE-SemiBin2Refined-group-group_221216.3	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG221216	FLYE-SemiBin2Refined-group-group_221216.64	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	FLYE-DASToolUnbinned-group-group_230420	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	FLYE-CONCOCTRefined-group-group_230420.25	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	FLYE-CONCOCTRefined-group-group_230420.34	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	FLYE-CONCOCTRefined-group-group_230420.58	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	FLYE-MaxBin2Refined-group-group_230420.004_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	FLYE-MetaBAT2Refined-group-group_230420.1_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	FLYE-MetaBinnerRefined-group-group_230420.3	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	FLYE-MetaBinnerRefined-group-group_230420.6	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	FLYE-SemiBin2Refined-group-group_230420.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	FLYE-SemiBin2Refined-group-group_230420.42	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	FLYE-SemiBin2Refined-group-group_230420.6	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-CONCOCTRefined-group-group_230420.11_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-CONCOCTRefined-group-group_230420.26	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-CONCOCTRefined-group-group_230420.43_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MaxBin2Refined-group-group_230420.011_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MaxBin2Refined-group-group_230420.012	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MaxBin2Refined-group-group_230420.015_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MaxBin2Refined-group-group_230420.016_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MaxBin2Refined-group-group_230420.021_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MaxBin2Refined-group-group_230420.023_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MaxBin2Refined-group-group_230420.033_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MaxBin2Refined-group-group_230420.042_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MetaBAT2Refined-group-group_230420.118_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MetaBAT2Refined-group-group_230420.19	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MetaBAT2Refined-group-group_230420.20	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MetaBAT2Refined-group-group_230420.41_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MetaBAT2Refined-group-group_230420.91	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MetaBinnerRefined-group-group_230420.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MetaBinnerRefined-group-group_230420.12_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MetaBinnerRefined-group-group_230420.15_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MetaBinnerRefined-group-group_230420.16_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MetaBinnerRefined-group-group_230420.18	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MetaBinnerRefined-group-group_230420.2	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-MetaBinnerRefined-group-group_230420.20_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-SemiBin2Refined-group-group_230420.25	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-SemiBin2Refined-group-group_230420.4	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-SemiBin2Refined-group-group_230420.6	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-SemiBin2Refined-group-group_230420.9	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230420	METAMDBG-DASToolUnbinned-group-group_230420	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-CONCOCTRefined-group-group_230703.72_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-CONCOCTRefined-group-group_230703.85_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-MaxBin2Refined-group-group_230703.006_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-MaxBin2Refined-group-group_230703.008_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-MaxBin2Refined-group-group_230703.026_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-MaxBin2Refined-group-group_230703.035_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-MetaBAT2Refined-group-group_230703.50	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-MetaBAT2Refined-group-group_230703.71_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-MetaBinnerRefined-group-group_230703.11	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-MetaBinnerRefined-group-group_230703.15	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-MetaBinnerRefined-group-group_230703.16_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-MetaBinnerRefined-group-group_230703.2	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-MetaBinnerRefined-group-group_230703.6	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-SemiBin2Refined-group-group_230703.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-SemiBin2Refined-group-group_230703.16	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-SemiBin2Refined-group-group_230703.2	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-SemiBin2Refined-group-group_230703.7_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	METAMDBG-DASToolUnbinned-group-group_230703	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	FLYE-MaxBin2Refined-group-group_230703.007	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	FLYE-MetaBAT2Refined-group-group_230703.14_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	FLYE-MetaBAT2Refined-group-group_230703.21	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	FLYE-MetaBinnerRefined-group-group_230703.2	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	FLYE-MetaBinnerRefined-group-group_230703.4	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	FLYE-SemiBin2Refined-group-group_230703.0	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	FLYE-SemiBin2Refined-group-group_230703.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	FLYE-SemiBin2Refined-group-group_230703.2	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	FLYE-SemiBin2Refined-group-group_230703.3	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	FLYE-SemiBin2Refined-group-group_230703.49_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230703	FLYE-DASToolUnbinned-group-group_230703	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	FLYE-DASToolUnbinned-group-group_230906	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-MaxBin2Refined-group-group_230906.007_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-MaxBin2Refined-group-group_230906.024_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-MaxBin2Refined-group-group_230906.029	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-MaxBin2Refined-group-group_230906.033	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-MetaBAT2Refined-group-group_230906.17_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-MetaBAT2Refined-group-group_230906.2	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-MetaBAT2Refined-group-group_230906.20	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-MetaBAT2Refined-group-group_230906.27	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-MetaBAT2Refined-group-group_230906.58	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-MetaBinnerRefined-group-group_230906.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-MetaBinnerRefined-group-group_230906.10	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-MetaBinnerRefined-group-group_230906.2	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-MetaBinnerRefined-group-group_230906.3_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-MetaBinnerRefined-group-group_230906.6_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-SemiBin2Refined-group-group_230906.54	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-SemiBin2Refined-group-group_230906.65_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	FLYE-MaxBin2Refined-group-group_230906.011_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	FLYE-MetaBAT2Refined-group-group_230906.13	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	FLYE-SemiBin2Refined-group-group_230906.0	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	FLYE-SemiBin2Refined-group-group_230906.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	FLYE-SemiBin2Refined-group-group_230906.2	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	FLYE-SemiBin2Refined-group-group_230906.39_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG230906	METAMDBG-DASToolUnbinned-group-group_230906	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-CONCOCTRefined-group-group_231025.11_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-CONCOCTRefined-group-group_231025.45_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-CONCOCTRefined-group-group_231025.48	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-CONCOCTRefined-group-group_231025.58_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-CONCOCTRefined-group-group_231025.76	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-CONCOCTRefined-group-group_231025.87_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-CONCOCTRefined-group-group_231025.90_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-CONCOCTRefined-group-group_231025.97_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MaxBin2Refined-group-group_231025.029_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MaxBin2Refined-group-group_231025.041_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MaxBin2Refined-group-group_231025.053_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MaxBin2Refined-group-group_231025.055_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBAT2Refined-group-group_231025.101	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBAT2Refined-group-group_231025.111	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBAT2Refined-group-group_231025.118	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBAT2Refined-group-group_231025.142_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBAT2Refined-group-group_231025.28	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBAT2Refined-group-group_231025.48_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBAT2Refined-group-group_231025.52_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBAT2Refined-group-group_231025.73	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBAT2Refined-group-group_231025.82_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.10_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.15_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.16_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.17	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.19_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.20	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.21	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.22	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.23_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.28	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.3	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.33_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.36_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.4	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.5	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.7	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.8_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-MetaBinnerRefined-group-group_231025.9	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-SemiBin2Refined-group-group_231025.0	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-SemiBin2Refined-group-group_231025.159_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-SemiBin2Refined-group-group_231025.16	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-SemiBin2Refined-group-group_231025.17	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-SemiBin2Refined-group-group_231025.2	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-SemiBin2Refined-group-group_231025.4	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
