sample_id	taxon_rank	taxon_name	taxid_if_available	mean_relative_abundance_classified_only	sd_relative_abundance_classified_only	replicates_detected	mean_direct_reads_if_available	mean_clade_reads	notes
S_22_09_09	phylum	Ignavibacteriae	1134404	0.0007878988429565969	5.7091476633708514e-05	3	0.0	106.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Nitrospirae	40117	0.0007532214971537549	4.4292316509337784e-05	3	0.0	101.33333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Nucleocytoviricota	2732007	0.0005352040148946337	4.6157421556384125e-05	3	0.0	72.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Deferribacteres	200930	0.0005177983502381834	5.570995538968226e-05	3	0.0	69.66666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Calditrichaeota	1930617	0.00046085671280215724	3.473502558364567e-05	3	0.0	62.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Chlamydiae	204428	0.00041374494216568327	2.998062694174533e-05	3	0.0	55.666666666666664	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Thermodesulfobacteria	200940	0.0004013334491098016	5.326540931595152e-05	3	0.0	54.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Synergistetes	508458	0.0003393736321105718	5.016592802976552e-05	3	0.0	45.666666666666664	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Aquificae	200783	0.0002625406292852043	5.624553731629458e-05	3	0.0	35.333333333333336	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Chrysiogenetes	200938	0.0002477767724346348	3.381491565000643e-05	3	0.0	33.333333333333336	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Crenarchaeota	28889	0.00021805085690441297	4.1206717946297964e-05	3	0.0	29.333333333333332	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Candidatus Thermoplasmatota	2283796	0.00021800843886239215	3.4976468483334244e-05	3	0.6666666666666666	29.333333333333332	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Candidatus Lokiarchaeota	1655434	0.0001610197000430167	1.6899818775634436e-05	3	0.0	21.666666666666668	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Balneolaeota	1936987	0.00014621810849175477	3.122936311742404e-05	3	0.0	19.666666666666668	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Armatimonadetes	67819	0.00013377324079058138	2.6682258896757026e-05	3	0.0	18.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Candidatus Cloacimonetes	456828	0.0001213634704914397	2.793043106260562e-05	3	0.0	16.333333333333332	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Candidatus Omnitrophica	67812	0.00010156630786879686	1.858731971802261e-05	3	0.0	13.666666666666666	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Candidatus Saccharibacteria	95818	8.675427344999354e-05	3.823274411147353e-05	3	3.6666666666666665	11.666666666666666	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Dictyoglomi	68297	8.422615467508167e-05	8.443417979828854e-06	3	0.0	11.333333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Peploviricota	2731361	8.179207702390438e-05	2.5877528931181108e-05	3	0.0	11.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Atribacterota	67818	6.689348376431941e-05	1.4367704523439175e-07	3	0.0	9.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Elusimicrobia	74152	6.194049237792319e-05	1.7178305796952543e-05	3	0.0	8.333333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Candidatus Bipolaricaulota	67810	5.94593133433967e-05	1.2864989771357138e-05	3	0.0	8.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Fibrobacteres	65842	5.699950497284446e-05	1.1468925802074075e-05	3	0.0	7.666666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Caldiserica	67814	4.958514410211986e-05	3.0988820158462644e-05	3	0.0	6.666666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Candidatus Absconditabacteria	221235	1.9804644905595813e-05	1.131665311643476e-05	3	0.0	2.6666666666666665	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Negarnaviricota	2497569	1.732658809862157e-05	1.1310144569614387e-05	3	0.0	2.3333333333333335	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Pisuviricota	2732408	1.238872292109509e-05	8.5856072870716e-06	3	0.0	1.6666666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Cossaviricota	2732415	1.2387161807318961e-05	4.2895343402371724e-06	3	0.0	1.6666666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Candidatus Micrarchaeota	1801631	9.915187812485388e-06	4.3130614372550315e-06	3	1.3333333333333333	1.3333333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Candidatus Nanohaloarchaeota	1462430	9.915187812485388e-06	4.3130614372550315e-06	3	0.0	1.3333333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Duplornaviricota	2732405	7.4341704209227295e-06		1	0.0	1.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Candidatus Korarchaeota	51967	7.415921984500723e-06		1	0.0	1.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_09_09	phylum	Preplasmiviricota	2732008	7.415921984500723e-06		1	0.0	1.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Proteobacteria	1224	0.5760610298693629	0.000511444020908972	3	3291.6666666666665	79119.66666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Actinobacteria	201174	0.09453251251958761	8.236525174215418e-05	3	91.33333333333333	12983.666666666666	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Bacteroidetes	976	0.08811846527706828	0.0007612804511477106	3	340.3333333333333	12102.666666666666	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Planctomycetes	203682	0.04308069387718914	0.0006303482839875898	3	19.0	5917.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Cyanobacteria	1117	0.03812033899767611	0.0003466781110906145	3	158.33333333333334	5235.666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Chordata	7711	0.03389728503404269	0.00017950083067402075	3	0.0	4655.666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Firmicutes	1239	0.03132002376859736	0.0002472446390206582	3	59.666666666666664	4301.666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Euryarchaeota	28890	0.005720359627390595	3.665994849290482e-05	3	3.6666666666666665	785.6666666666666	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Chloroflexi	200795	0.005283507409104567	9.587938832686006e-05	3	6.333333333333333	725.6666666666666	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Acidobacteria	57723	0.004844231092636976	0.00010625741291543207	3	3.3333333333333335	665.3333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Verrucomicrobia	74201	0.004523829300050116	6.329966390505548e-05	3	4.666666666666667	621.3333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Deinococcus-Thermus	1297	0.003227887672870497	0.00012247007851112437	3	0.0	443.3333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Spirochaetes	203691	0.002499700787020626	0.0001644522802095261	3	0.0	343.3333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Gemmatimonadetes	142182	0.0018687849127823983	0.0001543396666129087	3	0.0	256.6666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Chlorobi	1090	0.0013057147680617068	2.3073909683473556e-05	3	0.0	179.33333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Kiritimatiellaeota	134625	0.0012426121476975928	2.8115773009025057e-05	3	1.3333333333333333	170.66666666666666	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Nitrospirae	40117	0.0008081719632274968	5.814504906140677e-05	3	0.0	111.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Uroviricota	2731618	0.0008057286885475252	4.5631365929411654e-05	3	0.0	110.66666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Tenericutes	544448	0.0007426434590666539	0.00011554845334079118	3	1.0	102.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Fusobacteria	32066	0.0006115946546620168	2.627635782790863e-05	3	0.0	84.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Thermotogae	200918	0.0005824557884546388	3.1310904655848886e-05	3	0.0	80.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Thermodesulfobacteria	200940	0.0005145133021310508	1.6704213167459292e-05	3	0.0	70.66666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Ignavibacteriae	1134404	0.000449015296923998	5.544376009624229e-05	3	0.0	61.666666666666664	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Calditrichaeota	1930617	0.0004125697523588265	2.7246682135319414e-05	3	0.0	56.666666666666664	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Thaumarchaeota	651137	0.0004101883743111761	9.908177768137936e-05	3	1.0	56.333333333333336	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Chlamydiae	204428	0.00039073550151013953	4.004065838151407e-05	3	0.0	53.666666666666664	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Synergistetes	508458	0.00037620291021345887	8.198929218483848e-05	3	0.0	51.666666666666664	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Candidatus Thermoplasmatota	2283796	0.0003543292508287257	3.581276177141322e-05	3	0.3333333333333333	48.666666666666664	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Deferribacteres	200930	0.00034703408798584883	4.362409321185194e-05	3	0.0	47.666666666666664	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Crenarchaeota	28889	0.00027182075469302567	2.9451969269517407e-05	3	0.0	37.333333333333336	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Aquificae	200783	0.00026453562946172297	2.096180461646129e-05	3	0.0	36.333333333333336	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Nucleocytoviricota	2732007	0.0002208460813263731	1.8182800378871828e-05	3	0.0	30.333333333333332	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Balneolaeota	1936987	0.00019172254300313537	1.8200418536424006e-05	3	0.0	26.333333333333332	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Chrysiogenetes	200938	0.00017958300208351224	2.930334026242011e-05	3	0.0	24.666666666666668	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Armatimonadetes	67819	0.00013348083503647123	4.104305895978892e-06	3	0.0	18.333333333333332	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Peploviricota	2731361	0.00010437729352913662	3.6714871345155095e-05	3	0.0	14.333333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Atribacterota	67818	0.00010435305606274019	1.509313902672055e-05	3	0.0	14.333333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Candidatus Omnitrophica	67812	0.00010435037172283454	1.8242449004918247e-05	3	0.0	14.333333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Candidatus Lokiarchaeota	1655434	8.979821189152032e-05	4.224990578180551e-06	3	0.0	12.333333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Elusimicrobia	74152	8.977778679434766e-05	5.8822573326629655e-05	3	0.0	12.333333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Candidatus Saccharibacteria	95818	6.795365196448013e-05	8.393095073651106e-06	3	2.6666666666666665	9.333333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Candidatus Cloacimonetes	456828	6.552259254747355e-05	1.4521338865687215e-05	3	0.0	9.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Candidatus Bipolaricaulota	67810	6.0686617364468644e-05	3.035380589029582e-05	3	0.0	8.333333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Dictyoglomi	68297	5.096732009498412e-05	1.927319842250951e-05	3	0.0	7.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Coprothermobacterota	2138240	4.731695780387311e-05	5.09994602230434e-06	2	0.0	6.5	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Fibrobacteres	65842	4.610675757155854e-05	1.1084408888002363e-05	3	0.0	6.333333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Caldiserica	67814	3.640788539924666e-05	7.305902092708799e-06	3	0.0	5.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Candidatus Absconditabacteria	221235	1.9413500510033587e-05	1.1120746113053846e-05	3	0.0	2.6666666666666665	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Cossaviricota	2732415	1.8210478612375396e-05	5.154662886157768e-06	2	0.0	2.5	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Candidatus Micrarchaeota	1801631	1.4562547316912673e-05	7.286301258454605e-06	3	1.0	2.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Candidatus Nanohaloarchaeota	1462430	1.091730036135563e-05	5.136671329835078e-06	2	0.0	1.5	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Negarnaviricota	2497569	7.282790765421309e-06		1	0.0	1.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Pisuviricota	2732408	7.282790765421309e-06		1	0.0	1.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_10_21	phylum	Preplasmiviricota	2732008	7.282790765421309e-06		1	0.0	1.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Proteobacteria	1224	0.5355208013726043	0.0005436119225402777	3	3826.0	94488.66666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Actinobacteria	201174	0.10266370679237545	0.00043703065566005325	3	146.0	18114.333333333332	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Bacteroidetes	976	0.08060021405280804	0.00032154531750425716	3	414.6666666666667	14221.333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Cyanobacteria	1117	0.07905906107833162	0.0004038851344346528	3	514.0	13949.333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Chordata	7711	0.04755110315208557	0.0005399532199489737	3	0.0	8390.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Planctomycetes	203682	0.04547809509006356	0.0002980511386219142	3	26.0	8024.333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Firmicutes	1239	0.025770389958661738	0.0003447633793298387	3	65.0	4547.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Acidobacteria	57723	0.0040654156575457645	0.00011282269371891921	3	4.333333333333333	717.3333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Chloroflexi	200795	0.003914321514963619	7.629911663366649e-05	3	8.666666666666666	690.6666666666666	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Euryarchaeota	28890	0.0036290195831402343	0.00010302041614907105	3	2.3333333333333335	640.3333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Verrucomicrobia	74201	0.003149239084717335	7.494722182985666e-05	3	5.333333333333333	555.6666666666666	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Deinococcus-Thermus	1297	0.0025937896299246463	9.310533245333774e-05	3	0.0	457.6666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Spirochaetes	203691	0.0018456691951246912	9.002632799598585e-05	3	0.0	325.6666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Gemmatimonadetes	142182	0.0013696367744941297	2.9463912009426678e-05	3	0.0	241.66666666666666	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Thaumarchaeota	651137	0.0012240996040255318	8.700278011218041e-05	3	0.6666666666666666	216.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Chlorobi	1090	0.0008728155312970382	3.1995572473647095e-05	3	0.0	154.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Tenericutes	544448	0.0006593410882295239	5.174236660871682e-05	3	1.3333333333333333	116.33333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Kiritimatiellaeota	134625	0.0006366762431957454	1.8339534954088692e-05	3	0.6666666666666666	112.33333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Nitrospirae	40117	0.0005365899500536665	6.589561023887891e-05	3	0.0	94.66666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Fusobacteria	32066	0.00041753864114813546	2.9123595213182567e-05	3	0.0	73.66666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Uroviricota	2731618	0.00038345958298007416	4.110453499445355e-05	3	0.0	67.66666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Ignavibacteriae	1134404	0.00038343786812175475	6.043513197801907e-05	3	0.0	67.66666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Thermotogae	200918	0.00032116479024374753	1.1910886672078216e-05	3	0.0	56.666666666666664	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Calditrichaeota	1930617	0.000304140669534354	4.235262691161577e-05	3	0.0	53.666666666666664	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Nucleocytoviricota	2732007	0.00024178550707316777	3.084606563136454e-05	3	0.0	42.666666666666664	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Thermodesulfobacteria	200940	0.00019080752655210867	8.64439113288892e-06	3	0.0	33.666666666666664	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Synergistetes	508458	0.00018892943260323257	2.304315766894209e-05	3	0.0	33.333333333333336	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Deferribacteres	200930	0.00018324284718188597	8.374833768623978e-06	3	0.0	32.333333333333336	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Peploviricota	2731361	0.0001794744062154648	2.5595239345827047e-05	3	0.0	31.666666666666668	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Aquificae	200783	0.00017758680652166478	8.756776308032146e-06	3	0.0	31.333333333333332	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Balneolaeota	1936987	0.00014169511492310795	5.882312932668664e-06	3	0.0	25.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Chrysiogenetes	200938	0.0001379385671266601	2.8705639487390857e-05	3	0.0	24.333333333333332	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Chlamydiae	204428	0.00012849101895746258	2.3789550387494087e-05	3	0.0	22.666666666666668	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Armatimonadetes	67819	0.00010956235854604833	1.6263098791736093e-05	3	0.0	19.333333333333332	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Candidatus Saccharibacteria	95818	9.255080684874598e-05	1.8052435208111393e-05	3	5.666666666666667	16.333333333333332	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Crenarchaeota	28889	7.935486494378876e-05	1.9694500909417777e-05	3	0.0	14.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Candidatus Thermoplasmatota	2283796	5.477354308274279e-05	1.1697995418995593e-05	3	0.0	9.666666666666666	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Candidatus Lokiarchaeota	1655434	5.101460786124558e-05	9.872508506978234e-06	3	0.0	9.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Atribacterota	67818	4.7240760157881325e-05	1.8263272167506273e-05	3	0.0	8.333333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Candidatus Cloacimonetes	456828	4.3449252648904974e-05	3.231837527286419e-06	3	0.0	7.666666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Elusimicrobia	74152	4.1562328797222846e-05	1.4276719804408647e-05	3	0.0	7.333333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Candidatus Omnitrophica	67812	3.778947287939868e-05	1.7349361128119903e-05	3	0.0	6.666666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Candidatus Bipolaricaulota	67810	3.5886600805035925e-05	1.1760694797037188e-05	3	0.0	6.333333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Fibrobacteres	65842	3.2109013992386534e-05	6.484801524358038e-06	3	0.0	5.666666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Dictyoglomi	68297	1.8883879010539624e-05	1.1777971674476495e-05	3	0.0	3.3333333333333335	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Pisuviricota	2732408	1.6993058077861264e-05	3.2397611582317484e-08	2	0.0	3.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Candidatus Absconditabacteria	221235	1.5117825469167836e-05	6.562966271196645e-06	3	0.0	2.6666666666666665	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Caldiserica	67814	9.443809059912379e-06	3.264771924241918e-06	3	0.0	1.6666666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Cressdnaviricota	2732416	5.67198888290179e-06		1	0.0	1.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Candidatus Micrarchaeota	1801631	5.667573931498766e-06	9.4573009758255e-09	3	0.0	1.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Coprothermobacterota	2138240	5.665366455797254e-06	1.2232881494484573e-08	2	0.0	1.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_22_12_16	phylum	Cossaviricota	2732415	5.665366455797254e-06	1.2232881494484573e-08	2	0.0	1.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Proteobacteria	1224	0.592424498176814	0.001219015165215676	3	3775.3333333333335	80162.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Actinobacteria	201174	0.09731086618077837	0.00039445730125953383	3	99.0	13167.333333333334	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Bacteroidetes	976	0.058437603138880335	0.0005602451238801393	3	251.33333333333334	7907.333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Planctomycetes	203682	0.049800725457904656	0.0007031534440667017	3	28.0	6738.666666666667	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Firmicutes	1239	0.03779635141240321	0.00023422121328606468	3	80.0	5114.333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Chordata	7711	0.03653368747089474	0.0007821346245559002	3	0.0	4943.333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Cyanobacteria	1117	0.02446690918025157	7.863506854780468e-05	3	114.66666666666667	3310.6666666666665	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Chloroflexi	200795	0.005801403943404598	2.278319606648242e-05	3	13.0	785.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Acidobacteria	57723	0.005643339429056093	0.00031178460286990066	3	6.666666666666667	763.6666666666666	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Euryarchaeota	28890	0.005476204586707126	3.326363526413849e-05	3	3.6666666666666665	741.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Verrucomicrobia	74201	0.0038503296806159343	4.008213797157609e-05	3	2.0	521.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Deinococcus-Thermus	1297	0.0036359503168892724	0.00014421169556492293	3	0.0	492.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Spirochaetes	203691	0.003143483603511906	0.00010419539211834275	3	0.0	425.3333333333333	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Chlorobi	1090	0.0015791039790015793	6.79655482149616e-05	3	0.0	213.66666666666666	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
S_23_04_20	phylum	Gemmatimonadetes	142182	0.0015372751848872345	8.741410298555802e-05	3	0.0	208.0	relative abundance among classified reads only; relative values use clade reads at rank / classified reads.
