	S_21_10_22	S_21_12_20	S_22_02_24	S_22_04_28	S_22_06_29	S_22_09_09	S_22_10_21	S_22_12_16	S_23_04_20	S_23_07_03	S_23_09_06	S_23_10_25	S_24_01_04	S_24_03_04	S_24_04_16	S_24_07_05	S_24_09_05	S_24_11_06	S_25_03_07	S_25_04_30	S_25_07_10	S_25_09_12	S_25_11_25
CoA-3	-0.4829	1.1197	-0.7801	-0.375	-1.2628	0.3733	-0.9283	2.0414	-0.9493	-0.3127	-0.0483	1.381	-0.5689	-0.7531	-0.6021	-0.872	1.6728	-0.2098	1.3744	-0.5431	0.9236	0.9451	-1.1428
CoA-4	0.0618	1.0805	-0.8456	-0.5356	-1.1819	0.3326	-0.8941	2.5934	-0.6796	-0.2005	-0.1948	0.4084	-0.6342	-0.6806	-0.6415	-0.7693	1.8345	-0.4173	1.5347	-0.6624	0.8763	0.5297	-0.9146
CoA-1	0.5119	0.4044	1.0352	-0.345	0.1926	-0.7708	-0.5393	-0.0874	0.4795	-0.085	0.8225	2.7961	0.4822	0.354	-1.065	0.9811	0.1885	0.6486	-1.8599	-1.0581	-0.9647	-0.9011	-1.2205
CoA-2	-0.1312	1.1695	0.2876	-0.599	-1.2849	0.6096	-1.1523	2.7682	-0.5036	0.2618	0.2995	0.6451	-0.6277	-0.3725	-0.7072	-0.5783	1.399	0.203	-0.3621	-1.0046	1.0007	0.3278	-1.6484
