contig_id	MAG_ID
ctg54070	METAMDBG-MetaBAT2Refined-group-group_240304.160
ctg55155	METAMDBG-MetaBAT2Refined-group-group_240304.160
ctg56238	METAMDBG-MetaBAT2Refined-group-group_240304.160
ctg58391	METAMDBG-MetaBAT2Refined-group-group_240304.160
ctg59373	METAMDBG-MetaBAT2Refined-group-group_240304.160
ctg61330	METAMDBG-MetaBAT2Refined-group-group_240304.160
ctg61580	METAMDBG-MetaBAT2Refined-group-group_240304.160
ctg2275	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg2365	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg6527	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg7660	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg9023	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg9529	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg11544	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg14102	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg14394	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg17525	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg17802	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg19370	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg20553	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg20840	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg21155	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg24594	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg24979	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg25351	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg26373	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg26819	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg27706	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg28438	METAMDBG-MetaBAT2Refined-group-group_240304.5
